0.05,0.05,180,1701747,1744135,1866469,1881618,2041851,1972807,2001787,2068716,2113340,1995858,2047064,2010860,2071420,2154537,2157905,2233172,2155179,2101992,1996993,1913081,2022993,2041144,2112301,2128634,2146992,2015617,2063355,1978456,2000622,2043252,2009464,2032915,1943651,1927630,1913771,1879281,1883472,1900927,1944943,1948438,1949437,1912054,1970323,2008899,2047081,2032866,2113079,2038249,2082461,2012265,2038211,2050983,2120537,2040785,2140273,2184463,2246483,2202663,2416216,2552847,2389574,2365625,2333817,2228409,2061912,2153469,2176139,2117899,2134706,2046466,2044534,1986897,1966591,2079946,2048664,2180761,2213620,2120853,2299006,2126723,2197429,2105144,2141212,2088846,2146570,2038976,2135865,2101570,2129155,2138646,2174492,2172801,2243952,2213592,2242310,2256415,2254976,2316050,2317657,2293616,2356079,2309301,2280773,2240939,2336299,2272040,2333890,2063808,1933107
0.1,0.05,180,1602032,1612965,1757160,1875263,1958319,1965855,2043555,2013072,2112186,2148228,2159465,2187347,2214105,2137274,2175275,2185618,2128874,2143886,2168222,2169080,2144806,2120618,2133491,2066017,2046644,1942636,1938237,1909146,1919623,1891743,1853970,1902034,1942335,1897805,1953794,2007508,2020064,1996556,1988639,1959447,1974309,1916138,1890157,1874629,1887693,1832126,1895593,1853762,1889483,1934640,2063032,2056632,1999220,1970389,2018589,1996623,1962166,2010689,2025120,1996573,1999461,1909396,1977190,1930454,2001084,2022321,2024280,1939117,2019097,2022055,2033506,2104570,2082173,2195927,2186123,2174919,2154103,2084283,2083568,2102767,2066763,2037264,2184664,2078942,2025614,2135889,2081710,2118403,2067929,2162111,2119719,2165195,2175020,2233117,2241626,2195975,2176341,2198456,2237666,2297063,2301534,2356932,2317984,2423060,2345361,2339151,2521245,2509614,2170275
0.15,0.05,180,1650201,1664648,1799677,1831679,1809097,1910285,1983594,2034617,2085674,2126964,2130518,2189641,2127467,2097866,2219452,2229446,2199845,2145329,2103480,2144350,2181625,2155556,2079693,2101840,2121226,2079521,2023868,2034845,2061853,2007181,2014007,1937403,1941263,1910798,1952079,2018405,2127803,2015333,2092143,2043879,2123277,2094838,2098404,2050562,2081841,2068253,2118306,2094879,2043345,2101415,2096032,2023372,2046861,2051749,1942083,1972821,1976199,2162405,2101155,2105921,2171957,2107447,2142148,2098897,2068915,2084797,2109792,2039290,2104160,1992779,2035925,2019732,1990310,2011346,2038653,2002479,2128810,2062590,2093303,2053317,2090334,2113619,2031127,2029366,2063084,2071334,2064223,2100499,2096217,2065309,1976496,2065841,2031979,2012061,2072083,2135874,2143298,2146619,2180825,2247886,2158743,2225632,2335138,2294139,2295404,2324617,2349582,2341862,2152225
0.2,0.05,180,1607974,1651384,1725558,1869009,1793479,1949547,1982620,2007501,2016047,2031823,2060789,2077999,2097677,2171285,2197019,2311603,2235676,2259408,2244374,2248202,2207077,2186219,2226047,2230360,2173365,2143849,2199714,2212610,2123907,2150736,2133522,2123807,2111739,2202234,2109227,2176764,2154013,2085787,2114144,2053134,2126821,2101159,2058905,2101160,1954655,2097681,1991608,2075888,2020833,2038927,2029188,1991867,1955258,2058150,1984403,2027915,1926082,1966933,2033897,2056692,2034685,1925770,1921041,1922980,2010218,1965983,1919319,1979276,1969005,2011237,1998671,1921737,1876311,1900916,1938514,1939709,1874038,1891353,1927149,1920378,1929301,1929024,1954309,1900022,1956752,1941944,1895228,1934280,1968182,1864889,1987704,1986634,2007925,2042034,2010767,2064934,2069379,2100459,2093143,2105581,2122265,2154261,2180075,2179322,2202923,2269074,2174504,2218779,2004744
0.25,0.05,180,1591825,1663170,1762057,1757936,1756354,1781404,1786678,1929517,1930060,1979716,1974565,2070315,2003918,2117934,2133202,2174932,2117923,2173998,2170706,2227329,2198542,2122050,2142605,2159039,2176788,2122468,2130619,2171299,2048644,2062832,2011544,2114593,2146352,2166900,2057847,2040526,2029205,2086818,2103082,2109371,2047525,2054521,2067697,2106545,2010374,2097371,2089580,2011940,2030379,2034024,1988877,1938017,2056861,1920380,2013589,1992931,1973015,1949085,1900169,1930812,1899961,1972058,1956502,1879428,1950766,1958908,1993146,2028658,1998918,1997665,1964097,1890172,2021246,1971247,1935370,1946427,1910866,1973001,1921630,1988839,1902040,1953308,1889624,1948856,1868666,1901385,1992297,1843902,1905781,2014142,2011923,1995315,1973556,2004487,1904023,1943243,1960203,1978499,2088090,2006977,2080438,2045958,2092489,2148256,2092050,2231507,2205745,2170681,2005950
0.3,0.05,180,1650866,1711023,1697859,1814774,1779833,1814142,1882882,1892799,1898060,1936952,1889340,1914940,1976713,1921029,2002546,1923419,2002080,2060563,1976293,2101568,2027739,2014674,1991117,1908340,1997788,2010133,2036563,1997689,1985210,2003812,1904465,1991693,1983553,1931452,2014823,1922711,1970358,1886994,1925949,2017529,2054240,2000859,2058167,2098863,2137009,1939426,1962524,1959165,1951263,1995974,1968318,1927709,2034311,2007075,2078058,2028697,2029530,2033459,1981730,2066711,2017730,1945609,2107165,2020329,2021227,2010345,1913144,1977116,2004778,2002807,1935913,1956329,2056368,1936319,1976166,1846875,1980119,1941839,1968725,2026140,1933064,1846303,1947895,2002749,1906404,1871442,1895839,1913139,1985847,1944884,2003672,2026888,1907837,1999758,1987929,1995965,2001078,2113226,2072967,2129677,2122429,2133292,2229277,2169800,2215701,2291299,2309231,2405037,2062713
0.35,0.05,180,1684555,1712550,1738771,1792961,1747434,1821032,1886583,1935820,1924112,1970565,1984207,2070473,2027589,2046588,2086095,2083675,1999571,2209406,2083863,2167016,2103200,2154672,2057512,2174958,2241405,2105076,2049925,2064252,1936233,1954975,1966167,1974803,1944403,2006264,2115240,2021948,2018822,2003057,2023774,2021376,2043650,2014192,1995855,1961039,1924655,1938482,2002529,2036476,1950773,1956428,1997612,1902054,1897291,2022733,2057520,2006013,1945564,2036635,2001116,1996722,1912289,1931333,1949597,1910083,1903960,1978326,1934224,2000901,1989271,2037324,2040873,1999300,2023469,2037830,2033720,1987471,2025123,2017323,1963710,2007956,2041140,1938270,1946354,1982440,1982575,2068274,1957528,2035472,2021512,1986993,1952363,2027072,2045828,2018567,1996291,2074379,2049250,2045483,2097881,2133431,2202817,2160187,2165452,2129045,2206752,2102747,2168481,2139630,1882197
0.4,0.05,180,1674158,1734608,1812727,1867395,1873591,1957908,2015862,2150194,2058992,2152013,2207151,2235411,2310588,2327759,2187069,2289823,2294928,2265232,2257115,2171404,2209036,2168473,2137658,2140806,2116650,2131557,2093942,2139419,2091933,2137561,2106940,2122626,2065905,2106053,2051305,2060858,2037373,2025773,2028798,2018911,1956187,2103661,1989079,1944449,2042659,2065510,2043666,2028553,2046814,2015144,1998273,2050525,2022142,2060333,1968589,1986600,1986263,1915332,2043085,1999554,1987390,1925055,1926392,1947242,1949210,1918784,1935157,1983038,1945140,1948736,2002470,2033141,2051055,1959118,1978521,2021820,2052101,1941017,1955607,1942722,1934329,1906702,1941383,1902447,1898985,1948659,1892221,1957745,1913629,1924003,1864901,2029328,1857157,1926339,1915550,1967201,1990747,2014876,1974721,2068887,2031696,2051984,2090686,2084257,2162934,2173538,2124212,1932296,1824443
0.45,0.05,180,1660982,1668950,1671933,1769226,1780217,1846626,1879068,1811630,1904544,1900019,1943375,2044071,2046743,2028533,2032490,2146640,2051208,2140658,2091488,2154865,2167305,2089058,2119828,2133718,2152966,2132372,2136140,1941102,2112557,2015531,2052819,2056750,2021526,2100642,2086333,2094924,2091359,2044907,2007099,1951666,1961788,2015341,2013969,1978162,2031277,2020364,1980041,2041101,1967709,1943457,2016290,1866486,1922798,1989751,1960846,1911979,1976961,1906431,2020701,1959428,1834237,1895748,1872096,1945977,1927808,1981425,1964658,1995479,1965196,1871579,1858221,1935973,1845134,1909928,1873414,1901157,1845699,1908524,1874120,1845533,1775094,1842387,1802797,1933767,1918989,1850193,1951518,1936543,2043745,1962516,1911075,1905279,1935995,2026274,1981605,1967880,2062982,2057992,2035608,2056510,2041430,2050452,2074801,2130989,2171924,2092137,2139211,2182572,1888875
0.5,0.05,180,1616214,1657247,1751774,1794665,1844621,1853401,1923480,1891802,2049981,1939334,1997114,2052329,2020825,2008903,2063650,2026302,2119338,2024955,2074543,2038588,2023248,1962119,2131965,2075938,2059686,2061769,2042321,2069282,2023316,2000827,1940988,1873708,1902045,1930932,1934792,1886455,1890435,1877167,1996814,1938986,1915957,1962001,2034790,1992166,2032845,2001335,1958405,1866177,1986834,1978847,1909425,1949891,1965629,1920153,1893981,1970958,2012428,2004682,1916833,1999369,1951166,1922210,2034769,1999967,2091284,2036112,2036280,2097178,2067561,2139146,1984096,2026551,2045401,2017832,1971436,2007273,1988915,1954972,1940786,2039937,1938630,2048355,1986854,1978962,1937629,2017637,2017102,1994835,2056631,2047134,1988274,1954984,1994117,1973572,1968360,2020000,2003041,2067592,2094812,2035890,2044016,2115614,2049533,2149612,2090183,2146813,2107149,2060913,1873099
0.55,0.05,180,1659278,1799678,1824797,1823580,1799805,1903387,1957651,1993972,2002692,2021104,2058292,2080662,2034386,2043165,2044221,2110497,2000495,2063783,2053187,2098279,2157430,2133383,2156089,2049094,2039463,2046712,2003289,2081676,2000689,2028302,2097862,2039204,2027449,2089631,2108838,2045376,1955528,2084403,2041413,2051415,1937503,1874057,1894860,2025487,2019091,2004502,1909744,1866616,1985898,1971853,1920319,1945915,1886222,1920977,1928269,1915996,1948864,1922084,1878483,1819631,1951041,1936030,2013306,1920359,1972593,1983526,1970196,1923770,2007845,2001699,2027003,1968476,1996575,1966463,1947048,1997429,1931478,1961391,1912497,2023263,1921250,1920640,1918071,1901289,1991574,1979374,2023221,1973948,2012091,1943453,1959308,1986086,1967788,2013278,2031833,2001760,2108127,1946596,2011727,2016545,2039375,2064503,2090886,2127915,2086740,2171013,2282222,2139707,1945633
